,loss,accuracy,val_loss,val_accuracy,lr
0,0.3596319258213043,0.8675000071525574,0.49157989025115967,0.8465909361839294,0.001
1,0.19464360177516937,0.9355000257492065,0.5893771648406982,0.8579545617103577,0.001
2,0.15156982839107513,0.9518333077430725,2.462857246398926,0.5852272510528564,0.001
3,0.14277487993240356,0.9520000219345093,0.2869947552680969,0.9147727489471436,0.001
4,0.08814163506031036,0.9711666703224182,0.34876251220703125,0.9204545617103577,0.001
5,0.0841844230890274,0.9739999771118164,0.309688538312912,0.9147727489471436,0.001
6,0.07546108216047287,0.9750000238418579,0.42096957564353943,0.8693181872367859,0.001
7,0.03213749825954437,0.9898333549499512,0.12922672927379608,0.9659090638160706,0.0005
8,0.01070074550807476,0.9973333477973938,0.18781189620494843,0.9602272510528564,0.0005
9,0.019448375329375267,0.9936666488647461,0.8955450057983398,0.8295454382896423,0.0005
10,0.011384053155779839,0.9958333373069763,0.23837755620479584,0.9602272510528564,0.00025
11,0.006084007676690817,0.9983333349227905,0.17167285084724426,0.9545454382896423,0.00025
12,0.003050684230402112,0.9990000128746033,0.18966412544250488,0.9545454382896423,0.000125
13,0.0014764341758564115,0.999833345413208,0.20281685888767242,0.9602272510528564,0.000125
14,0.0012872900115326047,0.9994999766349792,0.2155877649784088,0.9431818127632141,6.25e-05
15,0.0011735184816643596,0.9994999766349792,0.19780240952968597,0.9659090638160706,6.25e-05
16,0.000894326192792505,0.999833345413208,0.20586925745010376,0.9602272510528564,3.125e-05
17,0.0006083534681238234,1.0,0.22240757942199707,0.9545454382896423,3.125e-05
18,0.000579488871153444,1.0,0.23358601331710815,0.9545454382896423,1.5625e-05
19,0.0007020130287855864,0.999833345413208,0.21937228739261627,0.9602272510528564,1.5625e-05
20,0.0005247162189334631,1.0,0.22486071288585663,0.9602272510528564,7.8125e-06
21,0.00425232807174325,0.9993333220481873,0.22507280111312866,0.9602272510528564,7.8125e-06
22,0.0003216356271877885,1.0,0.2184804379940033,0.9602272510528564,3.90625e-06
23,0.00044411487760953605,1.0,0.219052255153656,0.9602272510528564,3.90625e-06
24,0.0006497605936601758,1.0,0.2189941555261612,0.9602272510528564,1.953125e-06
